订单编号,总金额,买家实际支付金额,收货地址 ,订单创建时间,订单付款时间 ,退款金额
1058,136.9,136.9,上海,2020-02-20 13:03:26,2020-02-20 13:03:34,0.0
1059,144.0,144.0,广西壮族自治区,2020-02-20 13:02:03,2020-02-20 13:02:07,0.0
1060,53.0,53.0,北京,2020-02-20 13:00:57,2020-02-20 13:01:08,0.0
1061,37.0,37.0,辽宁省,2020-02-20 13:00:54,2020-02-20 13:00:59,0.0
1062,37.0,37.0,云南省,2020-02-20 13:00:05,2020-02-20 13:00:10,0.0
1063,118.8,0.0,上海,2020-02-20 12:59:09,,0.0
1064,85.0,85.0,浙江省,2020-02-20 12:58:59,2020-02-20 12:59:02,0.0
1065,37.0,0.0,广东省,2020-02-20 12:58:57,,0.0
1066,69.0,69.0,北京,2020-02-20 12:58:09,2020-02-20 12:58:17,0.0
1067,37.0,37.0,上海,2020-02-20 12:55:45,2020-02-20 12:55:50,0.0
1068,37.0,37.0,河北省,2020-02-20 12:53:57,2020-02-20 12:54:20,0.0
1069,158.7,158.7,内蒙古自治区,2020-02-20 12:52:12,2020-02-20 12:53:55,0.0
1070,37.0,37.0,重庆,2020-02-20 12:51:50,2020-02-20 12:51:58,0.0
1071,37.0,37.0,天津,2020-02-20 12:51:25,2020-02-20 12:51:29,0.0
1072,21.0,21.0,湖南省,2020-02-20 12:51:25,2020-02-20 12:51:30,0.0
1073,37.0,0.0,湖南省,2020-02-20 12:51:18,2020-02-20 12:56:27,37.0
1074,64.8,0.0,广东省,2020-02-20 12:49:04,2020-02-20 12:49:10,64.8
1075,69.0,69.0,江苏省,2020-02-20 12:48:10,2020-02-20 12:48:12,0.0
1076,37.0,37.0,北京,2020-02-20 12:48:03,2020-02-20 12:48:11,0.0
1077,37.0,37.0,湖南省,2020-02-20 12:46:03,2020-02-20 12:46:12,0.0
1078,81.0,81.0,北京,2020-02-20 12:46:00,2020-02-20 12:46:07,0.0
1079,144.0,144.0,上海,2020-02-20 12:45:41,2020-02-20 12:46:03,0.0
1080,160.0,0.0,北京,2020-02-20 12:45:00,2020-02-20 12:45:10,160.0
1081,69.0,0.0,山东省,2020-02-20 12:43:47,2020-02-20 12:43:52,69.0
1082,53.0,53.0,湖南省,2020-02-20 12:37:53,2020-02-20 12:38:01,0.0
1083,53.0,53.0,广东省,2020-02-20 12:35:39,2020-02-20 12:35:48,0.0
1084,69.0,69.0,上海,2020-02-20 12:35:21,2020-02-20 12:35:33,0.0
1085,37.0,37.0,湖南省,2020-02-20 12:34:50,2020-02-20 12:35:05,0.0
1086,107.0,107.0,天津,2020-02-20 12:34:43,2020-02-20 12:34:48,0.0
1087,37.0,37.0,四川省,2020-02-20 12:34:01,2020-02-20 12:34:10,0.0
1088,69.0,0.0,上海,2020-02-20 12:32:26,,0.0
1089,64.8,64.8,江苏省,2020-02-20 12:32:25,2020-02-20 12:32:42,0.0
1090,34.9,34.9,上海,2020-02-20 12:30:09,2020-02-20 12:30:13,0.0
1091,160.0,160.0,天津,2020-02-20 12:30:07,2020-02-20 12:36:54,0.0
1092,85.0,85.0,北京,2020-02-20 12:30:03,2020-02-20 12:30:14,0.0
1093,64.8,0.0,福建省,2020-02-20 12:28:31,2020-02-20 12:29:13,64.8
1094,53.0,53.0,广东省,2020-02-20 12:28:07,2020-02-20 12:29:23,0.0
1095,37.0,37.0,上海,2020-02-20 12:27:38,2020-02-20 12:27:50,0.0
1096,69.0,69.0,河南省,2020-02-20 12:24:18,2020-02-20 12:42:18,0.0
1097,99.9,99.9,黑龙江省,2020-02-20 12:24:07,2020-02-20 12:24:13,0.0
1098,37.0,37.0,广东省,2020-02-20 12:23:06,2020-02-20 12:23:14,0.0
1099,85.0,85.0,广东省,2020-02-20 12:22:26,2020-02-20 12:22:46,0.0
1100,295.8,295.8,黑龙江省,2020-02-20 12:21:40,2020-02-20 12:22:39,0.0
1101,69.0,69.0,辽宁省,2020-02-20 12:18:23,2020-02-20 12:18:32,0.0
1102,69.0,69.0,海南省,2020-02-20 12:16:08,2020-02-20 12:16:14,0.0
1103,94.7,94.7,江苏省,2020-02-20 12:15:12,2020-02-20 12:15:21,0.0
1104,101.0,101.0,上海,2020-02-20 12:14:53,2020-02-20 12:15:02,0.0
1105,37.0,37.0,江苏省,2020-02-20 12:14:09,2020-02-20 12:14:13,0.0
1106,21.0,0.0,辽宁省,2020-02-20 12:13:10,,0.0
1107,165.7,165.7,江西省,2020-02-20 12:11:57,2020-02-20 12:12:29,0.0
1108,85.0,85.0,广东省,2020-02-20 12:09:26,2020-02-20 12:09:43,0.0
1109,320.0,320.0,上海,2020-02-20 12:08:04,2020-02-20 12:08:16,0.0
1110,37.0,37.0,湖南省,2020-02-20 12:07:06,2020-02-20 12:07:18,0.0
1111,69.0,69.0,四川省,2020-02-20 12:07:00,2020-02-20 12:07:07,0.0
1112,160.0,160.0,江苏省,2020-02-20 12:06:56,2020-02-20 12:07:00,0.0
1113,34.9,34.9,湖南省,2020-02-20 12:06:21,2020-02-20 12:06:30,0.0
1114,50.9,50.9,山西省,2020-02-20 12:05:54,2020-02-20 12:06:04,0.0
1115,130.9,130.9,江西省,2020-02-20 12:03:18,2020-02-20 12:03:38,0.0
1116,144.8,0.0,浙江省,2020-02-20 12:03:16,2020-02-20 12:03:21,144.8
1117,53.0,53.0,江苏省,2020-02-20 12:03:12,2020-02-20 12:03:22,0.0
1118,53.0,53.0,上海,2020-02-20 12:02:44,2020-02-20 12:02:49,0.0
1119,272.8,0.0,河北省,2020-02-20 12:02:15,2020-02-20 12:02:22,272.8
1120,114.9,114.9,广东省,2020-02-20 12:01:43,2020-02-20 12:01:55,0.0
1121,69.0,0.0,四川省,2020-02-20 12:01:28,2020-02-20 12:01:37,69.0
1122,268.0,0.0,广西壮族自治区,2020-02-20 12:00:59,,0.0
1123,69.0,69.0,贵州省,2020-02-20 11:59:50,2020-02-20 12:00:09,0.0
1124,37.0,0.0,湖南省,2020-02-20 11:59:18,,0.0
1125,43.0,0.0,浙江省,2020-02-20 11:58:38,2020-02-20 11:59:02,43.0
1126,82.9,82.9,辽宁省,2020-02-20 11:58:23,2020-02-20 11:58:29,0.0
1127,69.0,69.0,四川省,2020-02-20 11:57:46,2020-02-20 11:57:55,0.0
1128,34.9,0.0,海南省,2020-02-20 11:57:19,,0.0
1129,144.8,144.8,山东省,2020-02-20 11:57:03,2020-02-20 11:57:10,0.0
1130,85.0,85.0,天津,2020-02-20 11:56:54,2020-02-20 11:57:14,0.0
1131,34.9,0.0,辽宁省,2020-02-20 11:56:53,,0.0
1132,37.0,37.0,上海,2020-02-20 11:56:52,2020-02-20 11:57:00,0.0
1133,119.6,119.6,湖南省,2020-02-20 11:56:44,2020-02-20 11:56:47,0.0
1134,85.0,85.0,内蒙古自治区,2020-02-20 11:56:29,2020-02-20 11:56:33,0.0
1135,37.0,37.0,江苏省,2020-02-20 11:54:27,2020-02-20 11:54:43,0.0
1136,34.9,34.9,上海,2020-02-20 11:54:20,2020-02-20 11:54:24,0.0
1137,37.0,37.0,广西壮族自治区,2020-02-20 11:54:18,2020-02-20 11:54:22,0.0
1138,53.0,0.0,辽宁省,2020-02-20 11:54:02,2020-02-20 11:54:10,53.0
1139,61.9,61.9,湖南省,2020-02-20 11:53:59,2020-02-20 11:54:02,0.0
1140,85.0,0.0,北京,2020-02-20 11:53:38,2020-02-20 11:53:45,85.0
1141,101.0,101.0,北京,2020-02-20 11:52:58,2020-02-20 11:53:10,0.0
1142,69.0,69.0,湖南省,2020-02-20 11:51:09,2020-02-20 11:52:59,0.0
1143,85.0,0.0,广东省,2020-02-20 11:50:39,2020-02-20 11:51:07,85.0
1144,127.7,127.7,浙江省,2020-02-20 11:50:03,2020-02-20 11:50:06,0.0
1145,21.0,21.0,福建省,2020-02-20 11:48:31,2020-02-20 11:48:46,0.0
1146,69.0,69.0,吉林省,2020-02-20 11:48:12,2020-02-20 11:48:33,0.0
1147,37.0,37.0,江苏省,2020-02-20 11:47:09,2020-02-20 11:47:18,0.0
1148,37.0,37.0,江苏省,2020-02-20 11:45:59,2020-02-20 11:46:19,0.0
1149,53.0,53.0,浙江省,2020-02-20 11:44:43,2020-02-20 11:44:54,0.0
1150,160.0,160.0,广东省,2020-02-20 11:44:16,2020-02-20 11:44:34,0.0
1151,114.9,85.0,浙江省,2020-02-20 11:43:41,2020-02-20 11:43:47,29.9
1152,53.0,53.0,湖南省,2020-02-20 11:43:18,2020-02-20 11:43:26,0.0
1153,101.0,101.0,甘肃省,2020-02-20 11:42:52,2020-02-20 11:43:03,0.0
1154,160.0,0.0,湖南省,2020-02-20 11:42:40,2020-02-20 11:42:47,160.0
1155,64.0,0.0,贵州省,2020-02-20 11:42:28,,0.0
1156,69.0,0.0,吉林省,2020-02-20 11:42:00,2020-02-20 11:42:10,69.0
1157,53.0,0.0,天津,2020-02-20 11:41:46,2020-02-20 11:43:03,53.0
1158,21.0,21.0,广东省,2020-02-20 11:41:30,2020-02-20 11:41:33,0.0
1159,96.8,96.8,云南省,2020-02-20 11:41:21,2020-02-20 11:41:31,0.0
1160,37.0,0.0,浙江省,2020-02-20 11:41:16,2020-02-20 11:50:54,37.0
1161,85.0,85.0,广西壮族自治区,2020-02-20 11:40:31,2020-02-20 11:40:39,0.0
1162,112.0,112.0,上海,2020-02-20 11:38:53,2020-02-20 11:38:58,0.0
1163,34.9,0.0,四川省,2020-02-20 11:38:15,2020-02-20 11:38:40,34.9
1164,69.0,69.0,吉林省,2020-02-20 11:38:11,2020-02-20 11:38:21,0.0
1165,37.0,37.0,吉林省,2020-02-20 11:37:39,2020-02-20 11:37:45,0.0
1166,34.9,34.9,贵州省,2020-02-20 11:34:04,2020-02-20 11:34:13,0.0
1167,37.0,37.0,广东省,2020-02-20 11:33:56,2020-02-20 11:34:03,0.0
1168,69.0,69.0,湖南省,2020-02-20 11:33:40,2020-02-20 11:33:55,0.0
1169,53.0,53.0,江苏省,2020-02-20 11:33:37,2020-02-20 11:33:52,0.0
1170,37.0,0.0,上海,2020-02-20 11:32:43,,0.0
1171,21.0,0.0,河北省,2020-02-20 11:30:30,,0.0
1172,85.0,85.0,江苏省,2020-02-20 11:29:46,2020-02-20 11:29:57,0.0
1173,160.0,160.0,四川省,2020-02-20 11:29:26,2020-02-20 11:29:38,0.0
1174,37.0,37.0,河北省,2020-02-20 11:29:04,2020-02-20 11:29:10,0.0
1175,112.0,112.0,天津,2020-02-20 11:27:50,2020-02-20 11:27:54,0.0
1176,160.0,160.0,天津,2020-02-20 11:27:45,2020-02-20 11:27:58,0.0
1177,224.8,224.8,北京,2020-02-20 11:27:32,2020-02-20 11:27:41,0.0
1178,81.0,81.0,北京,2020-02-20 11:26:52,2020-02-20 11:26:57,0.0
1179,192.0,192.0,吉林省,2020-02-20 11:25:24,2020-02-20 11:25:33,0.0
1180,160.0,160.0,河北省,2020-02-20 11:24:57,2020-02-20 11:25:05,0.0
1181,34.9,0.0,河北省,2020-02-20 11:24:52,,0.0
1182,85.0,85.0,上海,2020-02-20 11:24:50,2020-02-20 11:24:56,0.0
1183,69.0,69.0,河南省,2020-02-20 11:22:56,2020-02-20 11:27:26,0.0
1184,53.0,53.0,内蒙古自治区,2020-02-20 11:21:50,2020-02-20 11:22:02,0.0
1185,53.0,0.0,浙江省,2020-02-20 11:19:49,2020-02-20 11:20:00,53.0
1186,43.0,0.0,北京,2020-02-20 11:19:32,2020-02-20 11:19:43,43.0
1187,85.0,85.0,广东省,2020-02-20 11:15:57,2020-02-20 11:16:05,0.0
1188,119.6,119.6,重庆,2020-02-20 11:15:19,2020-02-20 11:15:38,0.0
1189,37.0,0.0,广东省,2020-02-20 11:14:47,2020-02-20 11:15:07,37.0
1190,34.9,34.9,山东省,2020-02-20 11:10:26,2020-02-20 11:10:37,0.0
1191,64.8,64.8,吉林省,2020-02-20 11:07:03,2020-02-20 11:07:12,0.0
1192,34.9,0.0,湖南省,2020-02-20 11:07:03,,0.0
1193,34.9,0.0,山西省,2020-02-20 10:59:16,2020-02-20 10:59:34,34.9
1194,104.0,104.0,北京,2020-02-20 10:57:43,2020-02-20 10:58:01,0.0
1195,37.0,37.0,山西省,2020-02-20 10:55:18,2020-02-20 10:57:15,0.0
1196,64.8,0.0,陕西省,2020-02-20 10:47:00,2020-02-20 10:47:29,64.8
1197,135.8,135.8,天津,2020-02-20 10:44:45,2020-02-20 10:44:57,0.0
1198,380.0,380.0,天津,2020-02-20 10:42:13,2020-02-20 10:42:21,0.0
1199,43.0,43.0,广东省,2020-02-20 10:36:21,2020-02-20 10:36:30,0.0
1200,64.8,0.0,江苏省,2020-02-20 10:33:20,2020-02-20 10:33:32,64.8
1201,34.9,0.0,广东省,2020-02-20 10:31:22,,0.0
1202,114.0,114.0,浙江省,2020-02-20 10:26:00,2020-02-20 10:26:07,0.0
1203,37.0,0.0,广东省,2020-02-20 10:21:44,2020-02-20 10:21:59,37.0
1204,34.9,0.0,四川省,2020-02-20 10:20:28,,0.0
1205,94.7,94.7,北京,2020-02-20 10:20:07,2020-02-20 10:20:10,0.0
1206,98.9,98.9,辽宁省,2020-02-20 10:19:25,2020-02-20 10:20:02,0.0
1207,64.8,64.8,广东省,2020-02-20 10:19:16,2020-02-20 10:19:23,0.0
1208,37.0,0.0,四川省,2020-02-20 10:18:34,,0.0
1209,149.5,0.0,北京,2020-02-20 10:17:38,2020-02-20 10:18:19,149.5
1210,94.7,94.7,湖南省,2020-02-20 10:15:24,2020-02-20 10:15:29,0.0
1211,75.0,0.0,广东省,2020-02-20 10:10:33,2020-02-20 10:11:44,75.0
1212,34.9,34.9,浙江省,2020-02-20 10:06:43,2020-02-20 10:06:47,0.0
1213,96.8,96.8,湖南省,2020-02-20 10:05:34,2020-02-20 10:05:41,0.0
1214,119.6,0.0,四川省,2020-02-20 10:04:54,2020-02-20 10:05:29,119.6
1215,64.8,0.0,云南省,2020-02-20 10:02:34,,0.0
1216,43.0,0.0,山东省,2020-02-20 10:01:42,,0.0
1217,135.8,0.0,内蒙古自治区,2020-02-20 10:01:25,2020-02-20 10:01:36,135.8
1218,64.8,0.0,云南省,2020-02-20 10:00:53,,0.0
1219,64.8,64.8,重庆,2020-02-20 09:53:26,2020-02-20 09:53:54,0.0
1220,34.9,34.9,浙江省,2020-02-20 09:51:01,2020-02-20 09:51:09,0.0
1221,59.8,59.8,重庆,2020-02-20 09:49:24,2020-02-20 09:49:30,0.0
1222,37.0,37.0,上海,2020-02-20 09:39:00,2020-02-20 09:39:12,0.0
1223,64.8,64.8,辽宁省,2020-02-20 09:32:42,2020-02-20 09:33:33,0.0
1224,69.0,69.0,浙江省,2020-02-20 09:31:28,2020-02-20 09:31:35,0.0
1225,64.8,0.0,辽宁省,2020-02-20 09:26:56,2020-02-20 09:28:28,64.8
1226,146.0,0.0,山东省,2020-02-20 09:23:34,,0.0
1227,64.8,64.8,上海,2020-02-20 09:22:29,2020-02-20 09:22:39,0.0
1228,72.9,72.9,浙江省,2020-02-20 09:20:23,2020-02-20 09:20:26,0.0
1229,453.5,453.5,广东省,2020-02-20 09:19:53,2020-02-20 09:20:05,0.0
1230,64.8,0.0,四川省,2020-02-20 09:14:38,2020-02-20 09:14:46,64.8
1231,64.8,64.8,浙江省,2020-02-20 09:12:28,2020-02-20 09:12:32,0.0
1232,69.0,69.0,广东省,2020-02-20 09:09:51,2020-02-20 09:09:58,0.0
1233,37.0,37.0,辽宁省,2020-02-20 09:07:12,2020-02-20 09:07:21,0.0
1234,69.0,69.0,四川省,2020-02-20 09:04:25,2020-02-20 09:04:32,0.0
1235,37.0,37.0,四川省,2020-02-20 09:03:45,2020-02-20 09:03:47,0.0
1236,149.5,0.0,河北省,2020-02-20 09:01:51,2020-02-20 09:01:56,149.5
1237,37.0,32.0,广东省,2020-02-20 09:00:41,2020-02-20 09:11:30,5.0
1238,37.0,37.0,天津,2020-02-20 08:58:21,2020-02-20 08:58:35,0.0
1239,37.0,37.0,北京,2020-02-20 08:57:41,2020-02-20 08:57:54,0.0
1240,69.0,69.0,山东省,2020-02-20 08:56:48,2020-02-20 08:57:01,0.0
1241,69.0,69.0,浙江省,2020-02-20 08:51:43,2020-02-20 08:51:49,0.0
1242,69.0,69.0,江苏省,2020-02-20 08:48:38,2020-02-20 08:48:46,0.0
1243,37.0,37.0,福建省,2020-02-20 08:48:28,2020-02-20 08:48:34,0.0
1244,128.0,128.0,上海,2020-02-20 08:48:25,2020-02-20 08:48:42,0.0
1245,69.0,69.0,辽宁省,2020-02-20 08:38:58,2020-02-20 08:39:07,0.0
1246,64.8,0.0,河北省,2020-02-20 08:37:52,2020-02-20 08:37:58,64.8
1247,69.0,0.0,河南省,2020-02-20 08:32:09,,0.0
1248,37.0,37.0,重庆,2020-02-20 08:26:23,2020-02-20 08:30:27,0.0
1249,37.0,0.0,江苏省,2020-02-20 08:24:21,,0.0
1250,34.9,0.0,江西省,2020-02-20 08:22:57,2020-02-20 08:23:02,34.9
1251,34.9,34.9,湖南省,2020-02-20 08:12:41,2020-02-20 08:12:54,0.0
1252,64.0,64.0,上海,2020-02-20 08:11:02,2020-02-20 08:11:08,0.0
1253,96.8,96.8,辽宁省,2020-02-20 08:10:24,2020-02-20 08:10:30,0.0
1254,101.0,101.0,辽宁省,2020-02-20 08:09:40,2020-02-20 08:10:01,0.0
1255,320.0,320.0,广东省,2020-02-20 08:08:58,2020-02-20 08:09:57,0.0
1256,70.0,70.0,安徽省,2020-02-20 08:01:22,2020-02-20 08:01:31,0.0
1257,37.0,0.0,河南省,2020-02-20 08:00:26,,0.0
1258,34.9,0.0,安徽省,2020-02-20 07:45:37,2020-02-20 07:45:43,34.9
1259,34.9,0.0,河北省,2020-02-20 07:44:27,,0.0
1260,69.0,0.0,黑龙江省,2020-02-20 07:43:35,2020-02-20 07:48:31,69.0
1261,64.8,64.8,辽宁省,2020-02-20 07:38:50,2020-02-20 07:39:23,0.0
1262,37.0,37.0,上海,2020-02-20 07:33:05,2020-02-20 07:33:14,0.0
1263,43.0,0.0,上海,2020-02-20 07:31:16,,0.0
1264,37.0,0.0,重庆,2020-02-20 07:29:40,2020-02-20 07:29:49,37.0
1265,34.9,34.9,江苏省,2020-02-20 07:23:51,2020-02-20 07:23:57,0.0
1266,43.0,43.0,上海,2020-02-20 07:14:19,2020-02-20 07:14:35,0.0
1267,161.8,64.0,云南省,2020-02-20 07:11:27,2020-02-20 07:11:33,97.8
1268,153.7,153.7,浙江省,2020-02-20 07:09:47,2020-02-20 07:09:52,0.0
1269,94.7,94.7,上海,2020-02-20 06:47:08,2020-02-20 06:47:18,0.0
1270,81.0,81.0,上海,2020-02-20 06:36:24,2020-02-20 06:36:30,0.0
1271,34.9,34.9,上海,2020-02-20 06:19:33,2020-02-20 06:19:39,0.0
1272,81.0,81.0,北京,2020-02-20 05:28:30,2020-02-20 05:28:35,0.0
1273,81.0,0.0,北京,2020-02-20 05:12:52,,0.0
1274,37.0,0.0,河南省,2020-02-20 04:30:27,,0.0
1275,178.0,178.0,江苏省,2020-02-20 04:20:56,2020-02-20 04:21:00,0.0
1276,96.8,96.8,四川省,2020-02-20 04:19:22,2020-02-20 04:19:29,0.0
1277,37.0,37.0,浙江省,2020-02-20 04:16:59,2020-02-20 04:19:14,0.0
1278,37.0,37.0,浙江省,2020-02-20 04:06:46,2020-02-20 04:09:34,0.0
1279,187.8,187.8,陕西省,2020-02-20 04:04:44,2020-02-20 04:05:11,0.0
1280,101.0,101.0,浙江省,2020-02-20 03:19:51,2020-02-20 03:19:56,0.0
1281,37.0,37.0,广东省,2020-02-20 03:14:01,2020-02-20 03:14:04,0.0
1282,37.0,37.0,上海,2020-02-20 03:13:42,2020-02-20 03:13:47,0.0
1283,123.8,93.9,云南省,2020-02-20 03:12:17,2020-02-20 03:12:39,29.9
1284,94.7,94.7,广东省,2020-02-20 03:04:16,2020-02-20 03:04:22,0.0
1285,101.0,101.0,北京,2020-02-20 03:02:21,2020-02-20 03:02:25,0.0
1286,101.0,101.0,上海,2020-02-20 03:00:42,2020-02-20 03:01:10,0.0
1287,179.4,179.4,上海,2020-02-20 02:55:27,2020-02-20 02:55:35,0.0
1288,101.0,0.0,广东省,2020-02-20 02:39:39,2020-02-20 09:55:19,101.0
1289,101.0,101.0,安徽省,2020-02-20 02:36:59,2020-02-20 02:37:03,0.0
1290,128.0,128.0,湖南省,2020-02-20 02:30:33,2020-02-20 02:30:46,0.0
1291,115.9,115.9,天津,2020-02-20 02:19:22,2020-02-20 02:19:38,0.0
1292,304.0,114.0,江苏省,2020-02-20 02:04:36,2020-02-20 02:04:41,190.0
1293,69.0,69.0,天津,2020-02-20 02:00:09,2020-02-20 23:48:17,0.0
1294,299.0,299.0,四川省,2020-02-20 01:55:26,2020-02-20 01:59:30,0.0
1295,101.0,0.0,云南省,2020-02-20 01:49:07,2020-02-20 01:49:16,101.0
1296,37.0,0.0,河南省,2020-02-20 01:47:08,,0.0
1297,81.0,81.0,北京,2020-02-20 01:46:59,2020-02-20 01:47:04,0.0
1298,69.0,69.0,上海,2020-02-20 01:33:06,2020-02-20 01:33:12,0.0
1299,37.0,37.0,天津,2020-02-20 01:30:34,2020-02-20 01:30:47,0.0
1300,37.0,37.0,陕西省,2020-02-20 01:25:26,2020-02-20 01:25:35,0.0
1301,125.9,125.9,上海,2020-02-20 01:23:32,2020-02-20 01:23:37,0.0
1302,157.9,157.9,河南省,2020-02-20 01:19:18,2020-02-20 01:19:46,0.0
1303,37.0,37.0,浙江省,2020-02-20 01:19:07,2020-02-20 15:21:02,0.0
1304,94.7,0.0,黑龙江省,2020-02-20 01:18:19,2020-02-20 01:18:25,94.7
1305,123.8,123.8,江西省,2020-02-20 01:15:35,2020-02-20 01:15:44,0.0
1306,37.0,37.0,福建省,2020-02-20 01:13:26,2020-02-20 01:13:33,0.0
1307,98.9,98.9,江苏省,2020-02-20 01:13:11,2020-02-20 01:13:15,0.0
1308,37.0,37.0,北京,2020-02-20 01:10:54,2020-02-20 01:10:58,0.0
1309,37.0,0.0,北京,2020-02-20 01:08:28,,0.0
1310,153.7,0.0,江西省,2020-02-20 01:07:34,,0.0
1311,384.0,384.0,北京,2020-02-20 01:07:34,2020-02-20 01:07:46,0.0
1312,69.0,69.0,广东省,2020-02-20 00:57:37,2020-02-20 00:57:43,0.0
1313,69.0,69.0,四川省,2020-02-20 00:55:47,2020-02-20 00:55:54,0.0
1314,101.0,101.0,上海,2020-02-20 00:51:17,2020-02-20 00:51:23,0.0
1315,64.8,0.0,广东省,2020-02-20 00:49:01,,0.0
1316,96.8,96.8,黑龙江省,2020-02-20 00:48:55,2020-02-20 00:49:02,0.0
1317,69.0,69.0,江苏省,2020-02-20 00:47:58,2020-02-20 00:48:03,0.0
1318,34.9,0.0,广东省,2020-02-20 00:40:16,,0.0
1319,185.7,185.7,四川省,2020-02-20 00:37:18,2020-02-20 00:40:18,0.0
1320,37.0,37.0,四川省,2020-02-20 00:35:24,2020-02-20 00:35:30,0.0
1321,137.9,137.9,上海,2020-02-20 00:33:12,2020-02-20 00:34:33,0.0
1322,195.6,195.6,山东省,2020-02-20 00:31:56,2020-02-20 00:32:02,0.0
1323,128.0,128.0,浙江省,2020-02-20 00:31:33,2020-02-20 00:31:39,0.0
1324,418.6,418.6,湖南省,2020-02-20 00:31:17,2020-02-20 00:31:22,0.0
1325,37.0,37.0,江苏省,2020-02-20 00:30:58,2020-02-20 00:31:04,0.0
1326,128.0,0.0,浙江省,2020-02-20 00:30:22,,0.0
1327,101.0,101.0,上海,2020-02-20 00:28:24,2020-02-20 00:28:30,0.0
1328,34.9,0.0,江苏省,2020-02-20 00:23:12,,0.0
1329,37.0,33.0,江苏省,2020-02-20 00:21:08,2020-02-20 00:21:11,4.0
1330,128.0,0.0,上海,2020-02-20 00:20:52,2020-02-20 00:20:58,128.0
1331,66.9,66.9,广东省,2020-02-20 00:20:02,2020-02-20 00:20:19,0.0
1332,101.0,101.0,湖南省,2020-02-20 00:19:03,2020-02-20 00:19:11,0.0
1333,37.0,37.0,上海,2020-02-20 00:18:58,2020-02-20 00:19:05,0.0
1334,43.0,43.0,广东省,2020-02-20 00:16:23,2020-02-20 00:16:31,0.0
1335,37.0,0.0,广东省,2020-02-20 00:15:31,2020-02-20 00:15:35,37.0
1336,128.0,128.0,云南省,2020-02-20 00:10:58,2020-02-20 00:11:02,0.0
1337,34.9,34.9,江苏省,2020-02-20 00:10:05,2020-02-20 00:10:11,0.0
1338,128.0,128.0,云南省,2020-02-20 00:08:25,2020-02-20 00:08:31,0.0
1339,37.0,0.0,陕西省,2020-02-20 00:08:22,,0.0
1340,34.9,34.9,云南省,2020-02-20 00:07:57,2020-02-20 12:51:14,0.0
1341,69.0,69.0,江苏省,2020-02-20 00:07:49,2020-02-20 00:07:52,0.0
1342,37.0,37.0,广西壮族自治区,2020-02-20 00:07:32,2020-02-20 00:07:35,0.0
1343,101.0,101.0,北京,2020-02-20 00:07:01,2020-02-20 00:07:13,0.0
1344,128.0,0.0,上海,2020-02-20 00:06:41,,0.0
1345,69.0,0.0,北京,2020-02-20 00:02:24,,0.0
1346,89.7,89.7,辽宁省,2020-02-20 00:00:20,2020-02-20 00:00:33,0.0
1347,94.7,94.7,广东省,2020-02-19 23:59:36,2020-02-20 15:24:05,0.0
1348,69.0,69.0,浙江省,2020-02-19 23:55:07,2020-02-19 23:55:14,0.0
1349,37.0,37.0,四川省,2020-02-19 23:53:49,2020-02-19 23:54:35,0.0
1350,64.8,64.8,北京,2020-02-19 23:49:12,2020-02-19 23:49:32,0.0
1351,69.0,69.0,内蒙古自治区,2020-02-19 23:47:54,2020-02-19 23:48:06,0.0
1352,64.8,0.0,湖南省,2020-02-19 23:46:25,,0.0
1353,34.9,0.0,湖南省,2020-02-19 23:46:05,,0.0
1354,69.0,69.0,重庆,2020-02-19 23:45:22,2020-02-19 23:45:25,0.0
1355,123.0,123.0,黑龙江省,2020-02-19 23:44:35,2020-02-19 23:44:49,0.0
1356,69.0,69.0,天津,2020-02-19 23:43:35,2020-02-19 23:43:40,0.0
1357,109.6,109.6,黑龙江省,2020-02-19 23:43:35,2020-02-19 23:43:46,0.0
1358,34.9,34.9,浙江省,2020-02-19 23:42:01,2020-02-19 23:42:08,0.0
1359,69.0,69.0,天津,2020-02-19 23:41:54,2020-02-19 23:41:58,0.0
1360,187.8,187.8,湖南省,2020-02-19 23:41:28,2020-02-19 23:41:34,0.0
1361,34.9,0.0,北京,2020-02-19 23:40:09,,0.0
1362,66.9,0.0,天津,2020-02-19 23:38:07,2020-02-19 23:38:12,66.9
1363,34.9,0.0,贵州省,2020-02-19 23:35:25,,0.0
1364,69.0,69.0,四川省,2020-02-19 23:34:22,2020-02-19 23:34:30,0.0
1365,34.9,34.9,甘肃省,2020-02-19 23:34:10,2020-02-19 23:34:48,0.0
1366,37.0,0.0,广东省,2020-02-19 23:33:37,,0.0
1367,34.9,0.0,甘肃省,2020-02-19 23:33:14,,0.0
1368,69.0,69.0,上海,2020-02-19 23:33:11,2020-02-19 23:33:14,0.0
1369,125.9,0.0,广东省,2020-02-19 23:29:35,,0.0
1370,64.8,64.8,广东省,2020-02-19 23:26:32,2020-02-19 23:26:38,0.0
1371,37.0,37.0,山西省,2020-02-19 23:25:36,2020-02-19 23:25:44,0.0
1372,34.9,34.9,江西省,2020-02-19 23:24:59,2020-02-19 23:25:08,0.0
1373,94.7,0.0,北京,2020-02-19 23:24:11,,0.0
1374,69.0,69.0,北京,2020-02-19 23:20:42,2020-02-19 23:21:00,0.0
1375,69.0,69.0,辽宁省,2020-02-19 23:17:02,2020-02-19 23:17:05,0.0
1376,131.9,0.0,山西省,2020-02-19 23:16:46,2020-02-19 23:17:04,131.9
